date,ASIANPAINT.NS,AXISBANK.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NTPC.NS,ONGC.NS,RELIANCE.NS,SBIN.NS,SHREECEM.NS,SUNPHARMA.NS,TATACONSUM.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,WIPRO.NS
2021-04-12,0,100,0,0,0,0,-23,0,0,0,0,0,2,0,0,0,10,0,0,0,-41,0,0,0,0,-19,-9,0,-51,0,0,0,100,100,-100,0,0,0,0,0,0,-48
2021-04-13,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,-2,0,0,0,0,-61,0,0,-7,0,0,0,0,-41,-100,78,0,0,0,0,0,100
2021-04-15,0,-31,0,0,0,0,-19,0,0,0,0,0,0,0,0,0,-11,0,-27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-59,0,-78,0,0,0,38,0,0
2021-04-16,-37,0,0,0,0,0,-58,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,-38,0,0,-20,0,0,1,0,0,8,-37,22,100,0,0,0,0,-1,-91,0
2021-04-19,0,0,0,0,0,0,57,0,0,0,0,-60,100,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,29,0,0,0,-8,-63,-22,0,0,0,0,100,-9,0,-60
2021-04-20,0,0,0,0,0,0,0,0,70,0,0,-8,-100,0,0,0,0,0,0,0,-40,0,0,0,0,0,0,-29,2,0,0,0,0,0,-100,0,0,0,0,-28,4,100
2021-04-22,-8,-69,0,0,100,100,0,1,-70,0,0,-3,74,0,0,100,0,0,0,0,94,0,1,0,0,0,16,100,-100,0,0,0,100,0,0,0,0,100,-100,0,91,-100
2021-04-23,0,0,0,46,-100,0,-57,0,0,0,0,2,0,0,0,1,0,0,0,0,-21,0,-37,0,0,0,0,-100,-4,0,0,0,0,0,100,0,0,0,0,0,0,100
2021-04-26,-55,0,0,0,0,0,0,0,0,0,0,0,-74,0,0,-100,0,100,0,0,-24,0,0,0,0,100,0,0,-8,0,0,0,0,0,-71,0,0,5,0,20,0,0
2021-04-27,100,0,0,-24,0,-46,0,-1,0,0,0,-31,0,0,0,-1,100,-100,-1,0,-12,0,0,0,67,-100,-16,0,8,0,0,0,-100,0,0,0,0,-100,0,0,0,-13
2021-04-28,0,0,0,0,50,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,0,-74,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,100
2021-04-29,-15,0,0,0,-14,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,6,0,0,-67,0,0,1,-7,0,0,5,0,0,0,0,0,-5,0,0,0,0
2021-04-30,0,0,0,-22,0,-4,0,0,0,0,0,0,0,0,0,0,-59,100,100,0,0,-6,-52,0,0,48,0,1,0,0,0,0,100,0,100,100,0,100,0,-20,-95,0
2021-05-03,-51,0,53,0,-36,0,0,0,0,0,0,0,0,0,0,0,-41,-100,-90,0,0,0,0,0,0,-48,0,45,0,0,100,0,0,0,0,-100,0,-50,0,0,0,-100
2021-05-04,-34,0,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,2,0,-51,23,0,0,0,0,0,0,0,0,0,-11
2021-05-05,0,0,-4,100,0,0,0,100,0,0,0,0,77,0,0,0,0,0,67,0,0,0,1,0,0,-14,0,1,100,0,0,-28,0,0,100,0,0,0,0,0,80,-64
2021-05-06,0,8,0,-100,0,0,0,0,0,100,0,0,-56,0,0,0,0,100,0,0,0,0,0,0,0,0,7,-49,0,0,-10,0,-5,0,0,0,0,0,0,0,1,-23
2021-05-07,100,0,0,0,0,0,0,100,0,-70,0,0,100,0,0,0,0,0,-76,0,0,0,-1,0,0,0,9,5,100,0,-39,0,0,0,-88,0,0,0,0,0,3,-72
2021-05-10,0,-8,0,0,0,0,0,-100,0,-30,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,19,-16,-5,0,0,1,13,100,0,-89,0,0,0,0,0,0,-9
2021-05-11,-44,0,0,0,0,100,49,-100,0,0,0,0,0,0,0,4,0,-15,0,0,0,1,100,100,0,0,0,0,-100,0,0,-13,0,0,-27,0,0,-50,100,0,-36,100
2021-05-12,0,0,0,0,0,-26,-49,0,0,32,0,0,100,0,0,-4,0,-24,0,0,0,4,-100,-100,0,0,0,0,100,0,0,0,100,0,-53,0,0,0,100,0,-48,0
2021-05-14,76,0,0,0,0,0,0,2,0,-32,0,0,0,0,0,1,0,0,0,0,0,-5,0,0,0,-19,0,1,0,0,-1,0,-28,0,0,0,0,0,-9,0,0,0
2021-05-17,-89,100,0,40,0,-53,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,-100,0,0,100
2021-05-18,-25,100,0,-40,0,0,0,0,0,0,0,0,-22,0,0,-1,0,0,0,100,2,0,0,0,0,100,0,-1,100,0,0,0,-50,0,2,49,0,100,-33,0,0,-86
2021-05-19,-18,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,-34,0,0,0,1,0,0,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,-41
2021-05-20,0,0,0,0,100,100,0,-2,0,0,-32,0,0,0,0,0,0,100,100,0,0,0,0,0,60,-38,0,0,9,0,0,0,-3,0,-18,-79,0,-11,-58,0,0,-73
2021-05-21,0,0,0,0,-41,-63,1,0,0,0,0,0,-72,0,0,0,0,-100,-55,-64,0,0,0,0,-46,100,0,0,-54,0,0,0,0,0,0,-70,0,-89,0,71,0,0
2021-05-24,0,0,0,22,-59,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,2,-16,0,0
2021-05-25,98,-74,0,-22,0,0,0,0,0,0,0,0,-13,0,0,0,0,0,-45,-37,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,-2,0,0,0
2021-05-26,-67,0,0,0,0,-58,0,0,0,0,0,0,-64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,-78,0,0,0,0,0,0,53,0,1
2021-05-27,0,-88,46,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,28,100,100,0,0,0,-1,0,0,0,0,-96,0,0,0,0,0,0,-100,0,0
2021-05-28,90,0,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
2021-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,-75,-38,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,100,0,0,100,0,-100,2,0,0,0,8,100,0,0,0,-40,0,0,0,0,0,0,-8,100,0
2021-06-02,100,0,-24,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,-1,-16,-93,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,100,0
2021-06-03,-57,0,0,0,-42,0,71,0,0,0,0,0,100,0,0,1,0,-92,0,0,0,0,0,-45,0,3,0,2,0,0,0,0,0,100,0,0,0,0,0,0,-100,0
2021-06-04,-89,0,0,0,0,0,-71,0,0,-42,0,0,-1,0,0,0,0,-2,0,0,0,3,0,0,0,-72,100,-2,0,0,0,0,0,0,0,0,0,0,0,0,80,0
2021-06-07,0,0,0,0,2,0,0,0,0,0,0,38,0,0,0,-1,0,-6,0,0,1,1,0,0,0,0,0,0,-100,0,0,0,0,-38,0,0,0,0,0,0,-18,0
2021-06-08,0,0,0,0,0,100,0,0,0,35,0,-37,-99,0,0,0,0,0,0,0,0,-4,0,-53,0,0,0,0,2,0,0,0,4,-62,0,0,0,0,0,0,0,100
2021-06-09,100,0,0,0,0,0,0,0,0,69,0,0,0,0,0,3,0,0,0,0,-1,0,0,0,0,0,-90,0,2,0,0,0,-4,0,0,0,0,0,0,0,-3,0
2021-06-10,-12,0,5,0,0,0,0,0,0,-38,2,0,0,0,0,-3,0,0,0,0,0,0,0,100,0,0,0,0,-81,0,5,0,0,0,0,0,0,0,0,0,0,-4
2021-06-11,-88,0,-5,0,-2,100,0,0,0,-9,46,1,0,0,100,0,0,100,0,0,0,0,0,-99,0,0,-10,1,0,0,1,0,0,0,0,0,0,0,100,0,-49,-96
2021-06-14,0,0,0,0,0,20,0,0,0,-57,-48,0,0,0,-100,0,0,-60,0,0,0,1,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0
2021-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,-6,0,0,0,0,0,0,0,0,0,-52,0
2021-06-16,0,100,0,75,0,-37,0,0,0,0,1,-1,0,0,0,0,0,-41,0,0,0,-2,0,0,100,0,0,0,2,0,2,-27,0,0,0,0,0,0,100,0,-58,0
2021-06-17,0,0,0,-24,0,-26,0,100,0,0,-1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,-66,0,0,0,0,0,0,0,0,0,-40,0,0,0
2021-06-18,0,-100,0,-51,0,-27,0,-100,94,100,0,0,0,0,-15,0,0,0,1,-2,0,100,0,-4,-100,0,-20,0,0,0,-2,0,0,0,100,0,0,0,-84,0,0,0
2021-06-21,34,0,0,0,0,2,0,0,-51,-42,0,0,100,100,0,0,0,100,0,0,100,100,100,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,-76,0,0,0
2021-06-22,-34,0,0,0,0,1,0,0,-43,89,0,0,0,-100,0,0,0,-9,-1,0,-100,-52,0,0,0,0,0,0,100,0,-100,0,0,0,-100,0,0,0,0,0,0,100
2021-06-23,0,0,0,0,0,-40,0,0,0,0,0,0,-22,0,0,0,0,-23,0,0,0,-87,-100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0
2021-06-24,0,0,60,0,1,0,0,0,0,-100,0,0,0,0,0,0,0,-68,0,0,0,-9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,-20,0,-69
2021-06-25,0,0,-60,0,-1,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,92,0,1,0,0,0,1,100,1,0,0,-2,0,0,0,-31
2021-06-28,0,0,0,0,0,-13,0,0,0,-47,0,42,0,0,100,0,84,0,100,0,0,-100,100,0,0,0,-92,0,100,0,0,0,1,95,100,100,0,0,0,0,0,0
2021-06-29,0,0,0,0,100,0,0,0,0,24,0,0,0,0,-64,0,0,0,-100,0,7,0,-8,0,0,0,0,0,-96,0,0,0,100,0,0,0,0,0,0,0,0,100
2021-06-30,0,0,0,0,0,1,0,0,100,2,1,0,-74,0,-36,0,-54,0,0,0,100,0,-92,0,0,0,0,0,100,0,0,0,-19,0,0,-32,0,0,0,0,0,-100
2021-07-01,100,0,0,0,0,-18,0,0,-94,-26,-1,-26,4,0,0,0,-17,0,0,0,1,0,0,0,0,0,56,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,0
2021-07-02,0,0,0,0,-73,0,0,0,0,0,0,0,-8,0,28,0,-13,2,0,0,-44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05,-100,0,0,0,-20,0,0,0,-6,0,0,100,1,0,-17,0,0,0,0,0,-19,3,0,100,0,0,0,0,-68,0,0,0,-46,-100,0,69,0,100,-1,0,0,0
2021-07-06,0,0,0,93,0,0,0,0,0,0,0,-100,0,2,-11,100,0,100,0,0,-45,-56,0,0,0,0,-56,0,-100,0,0,0,0,-73,0,0,0,0,0,0,0,0
2021-07-07,0,0,0,22,-7,0,0,0,0,0,0,-16,0,-2,0,0,0,-100,0,0,0,1,5,-100,0,100,0,0,0,0,0,0,-31,-22,0,100,0,-29,0,0,0,0
2021-07-08,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,0,0,4,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,4,0,0,-5,0,100,0,0,0,0,0,0,0,-6,0,-5,-79,0,0,0,0,0,0
2021-07-12,0,0,0,0,1,0,0,0,0,0,0,0,0,47,0,1,0,0,0,-4,0,0,0,0,0,-84,0,0,-100,0,0,0,0,0,-51,0,0,-25,0,0,0,100
2021-07-13,0,-1,-4,-84,-1,1,0,0,0,0,0,0,0,-47,0,0,0,0,0,0,2,-1,0,0,-70,0,0,0,-96,0,0,0,0,0,0,0,0,0,0,99,0,100
2021-07-14,0,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,11,0,-16,0,3,0,0,0,5,0,0,2,-81,0,-8,0,0,100,-54
2021-07-15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,-4,0,0,0,0,-11,0,0,0,-1,0,0,0,0,0,100,-5,0,0,2,2,0,0,0,0,-10,0
2021-07-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,1,0,0,-20,0,0,0,-24,-11,0,0,0,0,0,-82
2021-07-19,0,0,0,0,0,44,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,-4,1,0,-41,0,0,0,0,0,0,-38,0,0,1,100
2021-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,-3,0,0,1,0,0,4,0,0,0,-25,0,0,0,0,0,0,0
2021-07-22,65,0,0,0,0,100,0,100,0,-20,95,0,1,0,0,-16,0,0,100,0,2,0,0,100,-74,0,0,-1,100,0,0,0,0,95,100,0,0,0,0,-97,-91,100
2021-07-23,0,0,0,0,0,0,0,0,0,0,-53,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,0,0
2021-07-26,-65,0,0,0,0,0,0,0,0,0,100,-39,0,69,0,-81,0,0,-35,0,0,1,0,0,0,0,0,0,100,0,-9,0,0,0,0,0,0,0,0,0,0,-62
2021-07-27,80,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-65,0,-28,-1,0,-100,0,0,0,0,0,0,0,0,0,0,-15,0,0,0,0,0,0,0
2021-07-28,0,0,0,0,0,-16,0,0,0,0,18,0,0,0,0,0,0,100,0,0,-74,0,0,0,0,0,0,0,1,0,0,0,0,-95,-85,0,0,0,0,0,0,-6
2021-07-29,-51,0,0,0,0,-93,0,-100,3,0,0,0,0,-69,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,100
2021-07-30,-29,0,0,0,0,0,0,0,-1,0,0,89,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-34,0,0,0,0,0,0,-1,0,0,0,-54
2021-08-02,0,0,0,0,0,0,100,0,0,0,-100,-78,0,0,100,0,0,-100,0,0,-4,-4,0,0,46,0,0,100,-18,0,0,-11,0,0,2,0,0,0,0,0,0,100
2021-08-03,88,0,0,0,0,1,0,0,0,0,-31,1,0,0,-62,0,0,0,0,0,0,0,0,0,-1,0,0,-95,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021-08-04,0,100,13,0,0,0,-100,0,-2,0,1,0,0,0,-38,0,100,0,0,0,0,0,0,0,0,0,0,-5,-48,0,0,0,0,0,0,0,1,0,0,0,0,-40
2021-08-05,0,-7,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,0,-37,0,0,0,100,0,-3,0,0,0,0,0,0,-100
2021-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31,0,-24,3,-100,0,0,0,0,0,0,0,0,0,3,30,0,0
2021-08-09,63,-92,0,0,0,0,0,0,0,0,-29,-69,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,100,0,100,0,0,1,0,100,0,0,0,1,-30,0,-29
2021-08-10,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,-8,-42,0,0,-3,-21,0,0,0,0,0,0,0,0,0,0,0,-10,0,3,0,0,0,-3,0,0,-97
2021-08-11,91,0,-1,0,0,0,0,0,0,2,0,0,0,0,0,-7,-58,0,1,0,-79,0,0,0,0,0,0,-45,0,-23,0,0,0,0,-61,0,-1,0,2,0,0,-76
2021-08-12,0,0,0,0,0,-38,0,0,0,-30,0,0,0,0,0,0,0,0,-1,0,100,0,0,0,55,0,0,100,0,-19,0,0,-55,0,-34,100,0,0,-2,0,1,0
2021-08-13,31,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,-85,0,0,0,0,-2,0,0,0,0,0,0,-100,9,0,0,0,0,0,-8,0,0,0,0,0,0,0
2021-08-16,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,100,3,0,0,-61,100,0,1,0,0,0,0,-36,0,0,0,0,0,0,0,-1,0
2021-08-17,-14,0,0,0,0,0,0,2,0,-1,3,0,100,0,0,0,0,0,0,0,-31,-3,100,0,0,0,0,-59,-9,-58,0,0,0,0,1,-52,0,0,0,0,0,100
2021-08-18,0,0,1,0,11,0,0,-13,0,0,-3,0,0,0,0,0,0,0,0,0,-92,0,-72,0,0,-3,0,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,100
2021-08-20,0,0,0,0,-11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-97,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,-100
2021-08-23,-6,0,23,0,10,0,0,0,0,0,0,0,-97,0,0,0,0,0,0,0,0,0,-28,0,-8,0,0,3,-2,0,0,-5,0,0,0,-48,0,0,0,0,0,0
2021-08-24,-12,0,-23,0,-10,1,0,-6,0,0,-1,0,-3,0,0,0,0,0,0,0,-92,0,0,100,0,0,0,-5,2,18,0,0,0,0,100,100,0,0,0,0,0,100
2021-08-25,0,0,0,0,1,-1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,2,-1,-18,0,0,0,0,0,-75,0,2,0,0,0,-36
2021-08-26,0,0,0,0,-1,100,0,0,49,-36,0,0,0,0,0,0,0,0,1,0,-77,0,0,-100,0,0,0,0,-1,0,0,0,1,0,100,-25,0,-2,0,0,0,100
2021-08-27,-57,100,0,0,0,100,0,0,-49,0,0,0,0,0,0,100,0,100,0,0,0,98,100,0,0,0,0,0,100,0,25,1,0,100,-24,0,0,0,0,0,0,-60
2021-08-30,79,-45,0,0,0,-100,0,0,0,0,0,0,0,0,0,3,0,-100,0,0,1,0,0,0,0,0,0,-2,-61,0,0,0,0,-100,0,0,0,0,0,0,0,0
2021-08-31,-21,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-98,0,0,0,0,0,0,1,0,0,4,0,0,-100,0,0,0,0,0,0,0
2021-09-01,-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,-1,0,0,0,0,0,0,100,0,3,-40,0,-25,0,0,0,-76,0,0,0,0,0,0,100
2021-09-02,42,-58,0,0,0,-50,0,2,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,-85,0,0,0,0,-3,1,0,0,0,-1,0,0,0,0,0,0,0,0,-15
